Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Custom study tncs accepted at
65ce2151508301bba9318cbe,65afcb27f5b821959d9ef2a0,AWAITING REVIEW,2024-02-15T14:36:06.507000Z,2024-02-15T14:48:11.871000Z,,2024-02-15T14:48:12.633681Z,726,CVPIIDEI,96,36,Male,Other,United States,United States,United States,English,No,Full-Time,Not Applicable
65ce2090846439b984dbe607,65108d02742b73e5f03efb63,AWAITING REVIEW,2024-02-15T14:36:22.300000Z,2024-02-15T15:14:08.090000Z,,2024-02-15T15:14:09.061224Z,2266,CVPIIDEI,209,32,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65ce216b8bc77b8f88da62ef,6418886a921030399cc91e71,AWAITING REVIEW,2024-02-15T14:36:37.827000Z,2024-02-15T14:57:53.897000Z,,2024-02-15T14:57:54.395317Z,1277,CVPIIDEI,61,37,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,Full-Time,Not Applicable
65ce2177272ed735b56247d7,636148d7c918791f6fc8d86c,AWAITING REVIEW,2024-02-15T14:36:48.010000Z,2024-02-15T14:51:01.296000Z,,2024-02-15T14:51:01.775765Z,854,CVPIIDEI,504,34,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
65ce21a0011e383dd0e3c049,562be0d4733ea00011162e31,AWAITING REVIEW,2024-02-15T14:37:25.131000Z,2024-02-15T14:50:16.807000Z,,2024-02-15T14:50:17.340440Z,772,CVPIIDEI,2958,29,Male,Asian,United States,United States,United States,English,Yes,Full-Time,Not Applicable
65ce213ff2f16c6a9e8c662d,5c36c5a851707e0001cd533d,AWAITING REVIEW,2024-02-15T14:37:27.729000Z,2024-02-15T14:46:29.889000Z,,2024-02-15T14:46:30.430421Z,543,CVPIIDEI,4496,38,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65ce21b116bb961d68282a7e,5f171e9023611c038f0bd539,AWAITING REVIEW,2024-02-15T14:37:42.530000Z,2024-02-15T14:43:22.647000Z,,2024-02-15T14:43:23.280543Z,341,CVPIIDEI,2708,34,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
65ce21bff9d31cc457b8465c,59d8ae913e5ea00001e1d05f,AWAITING REVIEW,2024-02-15T14:37:51.791000Z,2024-02-15T15:11:56.426000Z,,2024-02-15T15:11:57.159874Z,2045,CVPIIDEI,6409,35,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
65ce2182c3acaed2024fd267,652c1127ce21a1fecfc05fbc,AWAITING REVIEW,2024-02-15T14:38:24.082000Z,2024-02-15T15:14:35.159000Z,,2024-02-15T15:14:35.798501Z,2172,CVPIIDEI,509,36,Male,Black,Nigeria,United States,United States,English,DATA_EXPIRED,Full-Time,Not Applicable
65ce21fdc91222bcb97d4c16,5748077a5e5491000e3bf711,AWAITING REVIEW,2024-02-15T14:39:16.266000Z,2024-02-15T14:46:10.025000Z,,2024-02-15T14:46:10.705094Z,414,CVPIIDEI,4918,30,Male,White,United States,United States,United States,English,DATA_EXPIRED,Due to start a new job within the next month,Not Applicable
65ce22434359fb1c228c66ea,6003ef9269c7814f0ca7b46a,AWAITING REVIEW,2024-02-15T14:40:03.087000Z,2024-02-15T15:21:29.268000Z,,2024-02-15T15:21:29.978725Z,2487,CVPIIDEI,2529,35,Male,DATA_EXPIRED,Philippines,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
65ce2242f956b6a7e2282b03,5d7085f70a426200186bc676,AWAITING REVIEW,2024-02-15T14:40:06.991000Z,2024-02-15T14:49:14.084000Z,,2024-02-15T14:49:14.655800Z,548,CVPIIDEI,164,29,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,Not Applicable
65ce223349d41a23007d1a85,6543abcd121016ebc6f86436,AWAITING REVIEW,2024-02-15T14:40:28.007000Z,2024-02-15T15:07:21.809000Z,,2024-02-15T15:07:23.167026Z,1614,CVPIIDEI,665,35,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65ce22701768174c8c6870c6,6568a71757a0ddeca59c05dc,AWAITING REVIEW,2024-02-15T14:40:52.821000Z,2024-02-15T15:08:01.066000Z,,2024-02-15T15:08:01.692643Z,1629,CVPIIDEI,50,38,Male,Asian,United States,United States,United States,English,No,DATA_EXPIRED,Not Applicable
65ce22690fa6c2d702eb8d1a,6599312cf5e647dbf119f679,AWAITING REVIEW,2024-02-15T14:40:54.400000Z,2024-02-15T15:13:59.956000Z,,2024-02-15T15:14:00.659233Z,1986,CVPIIDEI,253,36,Male,Black,Nigeria,United States,United States,English,Yes,Full-Time,Not Applicable
65ce21a84359fb1c228c66a0,63ed2115f26baf8010950f68,AWAITING REVIEW,2024-02-15T14:47:27.738000Z,2024-02-15T14:58:27.263000Z,,2024-02-15T14:58:27.907857Z,660,CVPIIDEI,1533,22,Male,White,United States,United States,United States,English,Yes,Full-Time,Not Applicable
65ce23cff2f16c6a9e8c66b5,5e822890dd6f1a944e1b81d5,AWAITING REVIEW,2024-02-15T14:47:58.143000Z,2024-02-15T14:57:02.062000Z,,2024-02-15T14:57:02.541865Z,544,CVPIIDEI,1234,35,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,Not Applicable
65ce221f8639327e2e5462ca,6418fa57a5d4085174100296,AWAITING REVIEW,2024-02-15T14:49:21.834000Z,2024-02-15T14:59:48.172000Z,,2024-02-15T14:59:48.671521Z,627,CVPIIDEI,364,27,Male,Asian,United States,United States,United States,English,No,Full-Time,Not Applicable
65ce2a8100b342998f91ca08,64012ede87cf8786dede05b6,AWAITING REVIEW,2024-02-15T15:15:18.781000Z,2024-02-15T15:31:12.353000Z,,2024-02-15T15:31:13.378058Z,954,CVPIIDEI,1729,35,Male,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65ce31853c37d8fca864ccb9,53c04378fdf99b360e022d92,AWAITING REVIEW,2024-02-15T15:45:13.255000Z,2024-02-15T15:55:14.743000Z,,2024-02-15T15:55:15.651161Z,602,CVPIIDEI,2843,27,Female,White,United States,United States,United States,English,No,Full-Time,Not Applicable
65ce350a811d2de5c1d6a813,55b2d3f2fdf99b525bc839aa,AWAITING REVIEW,2024-02-15T16:00:21.772000Z,2024-02-15T16:41:42.944000Z,,2024-02-15T16:41:43.896872Z,2482,CVPIIDEI,3757,36,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
